Designator,Mid X,Mid Y,Rotation,Layer
C1,133.250000,-82.900000,0.000000,top
C2,138.500000,-80.800000,0.000000,top
C3,135.000000,-80.800000,0.000000,top
C4,130.750000,-85.250000,90.000000,top
C5,142.750000,-79.750000,-90.000000,top
R1,138.700000,-78.500000,90.000000,top
U1,133.500000,-85.400000,180.000000,top
U2,135.800000,-78.300000,180.000000,top
U3,139.200000,-84.500000,0.000000,top
U4,131.500000,-78.750000,90.000000,top
